Runing compare from /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/origin_scores.txt to /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/tent_step_3_scores.txt.
EER 1 : 27.560000000000002           EER 2 : 41.43.
Threshold 1 : -5.629968643188     Threshold 2 : -6.816090583801.
===========================================================================================
total number of change to right : 4554 
utt change to right:    file_name      |    score 1    |    score 2    |
utt unchanged       :    20013718.wav    | -4.040836334229 | -6.226134300232 |
utt unchanged       :    20013719.wav    | -4.77263879776 | -6.728439331055 |
utt unchanged       :    20013720.wav    | -0.302922129631 | -0.646751821041 |
utt unchanged       :    20013721.wav    | -6.215958595276 | -7.25815486908 |
utt unchanged       :    20013722.wav    | -6.10258102417 | -7.153035163879 |
utt unchanged       :    20013724.wav    | -6.027649879456 | -7.182399749756 |
utt unchanged       :    20013725.wav    | -4.715543270111 | -6.705871582031 |
utt unchanged       :    20013726.wav    | -6.052188396454 | -7.112125396729 |
utt unchanged       :    20013727.wav    | -6.195671081543 | -7.343609809875 |
utt unchanged       :    20013728.wav    | -5.919051170349 | -7.14980840683 |
utt unchanged       :    20013730.wav    | -4.102996826172 | -6.437277317047 |
utt unchanged       :    20013731.wav    | -5.840971946716 | -7.061820030212 |
utt unchanged       :    20013732.wav    | -6.138981819153 | -7.280793190002 |
utt unchanged       :    20013733.wav    | -6.108869552612 | -7.227553367615 |
utt unchanged       :    20013734.wav    | -6.018209457397 | -7.232734680176 |
utt unchanged       :    20013735.wav    | -4.365067481995 | -6.381056785583 |
utt unchanged       :    20013736.wav    | -5.857022762299 | -7.272939682007 |
utt unchanged       :    20013738.wav    | -6.258977413177 | -7.419445037842 |
utt unchanged       :    20013739.wav    | -4.581954956055 | -6.503637313843 |
utt unchanged       :    20013740.wav    | -6.003222465515 | -7.047538757324 |
utt unchanged       :    20013741.wav    | -6.094664096832 | -7.144763469696 |
utt unchanged       :    20013743.wav    | -5.880313396454 | -7.318218231201 |
utt unchanged       :    20013744.wav    | -5.686721324921 | -6.977563858032 |
utt unchanged       :    20013745.wav    | -3.676659107208 | -5.753430366516 |
utt unchanged       :    20013746.wav    | -3.182254314423 | -6.235690116882 |
utt unchanged       :    20013747.wav    | -6.070482254028 | -6.93989276886 |
utt unchanged       :    20013748.wav    | -5.944622039795 | -7.397312164307 |
utt unchanged       :    20013749.wav    | -6.088795185089 | -7.141891479492 |
utt unchanged       :    20013751.wav    | -5.461541175842 | -6.579482078552 |
utt unchanged       :    20013753.wav    | -6.314750671387 | -7.301260471344 |
utt unchanged       :    20013754.wav    | -6.019055366516 | -7.028285503387 |
utt unchanged       :    20013755.wav    | -5.004986286163 | -3.515846252441 |
utt unchanged       :    20013756.wav    | -5.937652587891 | -6.999561309814 |
utt unchanged       :    20013757.wav    | -4.539067745209 | -6.433094978333 |
utt unchanged       :    20013758.wav    | -6.029252052307 | -7.076254844666 |
utt unchanged       :    20013761.wav    | -6.048684120178 | -7.062198638916 |
utt unchanged       :    20013763.wav    | -6.1900806427 | -7.279443264008 |
utt unchanged       :    20013764.wav    | -5.997902393341 | -7.078008651733 |
utt unchanged       :    20013765.wav    | -6.17614364624 | -7.221220016479 |
utt unchanged       :    20013766.wav    | -5.940298080444 | -7.025442123413 |
utt unchanged       :    20013767.wav    | -5.820011138916 | -6.912338733673 |
utt unchanged       :    20013768.wav    | -2.132196187973 | -4.418391227722 |
utt unchanged       :    20013771.wav    | -5.915536880493 | -6.946785926819 |
utt unchanged       :    20013772.wav    | -4.820315361023 | -6.569453239441 |
utt unchanged       :    20013773.wav    | -5.313826084137 | -6.354507446289 |
utt unchanged       :    20013774.wav    | -5.867759227753 | -6.932033538818 |
utt unchanged       :    20013775.wav    | -6.044061660767 | -7.153854370117 |
utt unchanged       :    20013777.wav    | -5.889520168304 | -7.177830696106 |
utt unchanged       :    20013778.wav    | -5.972447872162 | -7.189275741577 |
utt unchanged       :    20013779.wav    | -6.050916671753 | -7.194043636322 |
utt unchanged       :    20013781.wav    | -5.964871406555 | -7.002160549164 |
utt unchanged       :    20013783.wav    | -4.907398700714 | -6.810958862305 |
utt unchanged       :    20013784.wav    | -4.713652133942 | -6.519451141357 |
utt unchanged       :    20013785.wav    | -6.169343948364 | -7.301738739014 |
utt unchanged       :    20013786.wav    | -4.976218223572 | -6.645745277405 |
utt unchanged       :    20013787.wav    | -5.97282743454 | -7.061661720276 |
utt unchanged       :    20013789.wav    | -6.032929897308 | -7.009157180786 |
utt unchanged       :    20013791.wav    | -5.516174316406 | -6.628425121307 |
utt unchanged       :    20013792.wav    | -5.885592460632 | -6.914672851562 |
utt unchanged       :    20013793.wav    | -4.332684516907 | -6.410782814026 |
utt unchanged       :    20013794.wav    | -6.078544616699 | -7.050962924957 |
utt unchanged       :    20013795.wav    | -6.13322353363 | -7.114665031433 |
utt unchanged       :    20013796.wav    | -4.19452381134 | -6.351568222046 |
utt unchanged       :    20013797.wav    | -2.912627696991 | -4.917078018188 |
utt unchanged       :    20013798.wav    | -5.779926300049 | -7.418852806091 |
utt unchanged       :    20013800.wav    | -6.152383804321 | -7.022716999054 |
utt unchanged       :    20013802.wav    | -5.796136856079 | -7.387668609619 |
utt unchanged       :    20013804.wav    | -5.948296070099 | -7.322237968445 |
utt unchanged       :    20013805.wav    | -4.376343250275 | -6.326923370361 |
utt unchanged       :    20013806.wav    | -5.406175136566 | -6.515923976898 |
utt unchanged       :    20013807.wav    | -6.149366378784 | -7.191809654236 |
utt unchanged       :    20013808.wav    | -6.0480260849 | -7.076498031616 |
utt unchanged       :    20013809.wav    | -3.795229911804 | -5.878918647766 |
utt unchanged       :    20013810.wav    | -6.113283157349 | -7.168561935425 |
utt unchanged       :    20013812.wav    | -2.62658405304 | -6.05412197113 |
utt unchanged       :    20013813.wav    | -3.388187170029 | -5.684484958649 |
utt unchanged       :    20013814.wav    | -6.144180297852 | -7.21527671814 |
utt unchanged       :    20013815.wav    | -3.245601654053 | -5.317041873932 |
utt unchanged       :    20013816.wav    | -6.130466938019 | -7.26798248291 |
utt unchanged       :    20013817.wav    | -4.28135061264 | -6.295339584351 |
utt unchanged       :    20013818.wav    | -5.989289283752 | -7.020208358765 |
utt unchanged       :    20013819.wav    | -6.173511505127 | -7.698192596436 |
utt unchanged       :    20013820.wav    | -1.423727631569 | -2.92756986618 |
utt unchanged       :    20013823.wav    | -5.647214889526 | -7.274102210999 |
utt unchanged       :    20013824.wav    | -6.001780986786 | -7.016924858093 |
utt unchanged       :    20013825.wav    | -6.066115379333 | -7.164810657501 |
utt unchanged       :    20013827.wav    | -5.360476970673 | -6.573798179626 |
utt unchanged       :    20013828.wav    | -6.140776157379 | -7.264981269836 |
utt unchanged       :    20013829.wav    | -0.975858211517 | -2.634353160858 |
utt unchanged       :    20013830.wav    | -6.05633020401 | -7.168284416199 |
utt unchanged       :    20013831.wav    | -5.983682155609 | -6.92809343338 |
utt unchanged       :    20013832.wav    | -6.235117912292 | -7.270966529846 |
utt unchanged       :    20013833.wav    | -3.536424160004 | -5.828290939331 |
utt unchanged       :    20013835.wav    | -3.901938915253 | -6.041432380676 |
utt unchanged       :    20013837.wav    | -6.053609848022 | -7.03515291214 |
utt unchanged       :    20013838.wav    | -6.318351745605 | -7.367412567139 |
utt unchanged       :    20013839.wav    | -4.028865814209 | -6.126033782959 |
utt unchanged       :    20013841.wav    | -5.724068641663 | -6.831285476685 |
utt unchanged       :    20013842.wav    | -5.759658813477 | -6.903272628784 |
utt unchanged       :    20013843.wav    | -4.789316177368 | -6.379606246948 |
utt unchanged       :    20013844.wav    | -5.012352466583 | -6.447667598724 |
utt unchanged       :    20013845.wav    | -5.376028060913 | -6.177897453308 |
utt unchanged       :    20013846.wav    | -3.435478687286 | -5.578022956848 |
utt unchanged       :    20013847.wav    | -6.336688995361 | -7.416853904724 |
utt unchanged       :    20013848.wav    | -6.064952850342 | -7.13299369812 |
utt unchanged       :    20013849.wav    | -6.087071418762 | -6.971759796143 |
utt unchanged       :    20013850.wav    | -6.155755519867 | -7.270101547241 |
utt unchanged       :    20013851.wav    | -4.826057434082 | -6.590648174286 |
utt unchanged       :    20013852.wav    | -6.163798332214 | -7.236443519592 |
utt unchanged       :    20013853.wav    | -5.860347747803 | -7.048264026642 |
utt unchanged       :    20013854.wav    | -6.222986698151 | -6.918825149536 |
utt unchanged       :    20013855.wav    | -6.086493492126 | -7.268766403198 |
utt unchanged       :    20013857.wav    | -4.781805038452 | -4.131682872772 |
utt unchanged       :    20013858.wav    | -5.961609363556 | -6.90612077713 |
utt unchanged       :    20013859.wav    | -6.044612884521 | -7.094984531403 |
utt unchanged       :    20013860.wav    | 2.787739753723 | 5.267458438873 |
utt unchanged       :    20013861.wav    | -6.256941318512 | -7.301892280579 |
utt unchanged       :    20013862.wav    | -4.957870006561 | -6.120609760284 |
utt unchanged       :    20013863.wav    | -6.240310668945 | -7.315427780151 |
utt unchanged       :    20013865.wav    | -4.596941947937 | -6.117280960083 |
utt unchanged       :    20013866.wav    | -6.067999839783 | -7.170909881592 |
utt unchanged       :    20013867.wav    | -3.837656974792 | -6.127337932587 |
utt unchanged       :    20013868.wav    | -6.064118385315 | -7.043153762817 |
utt unchanged       :    20013870.wav    | -4.511959075928 | -6.528308868408 |
utt unchanged       :    20013871.wav    | -5.982531547546 | -7.010675907135 |
utt unchanged       :    20013872.wav    | -6.139269351959 | -7.229683876038 |
utt unchanged       :    20013873.wav    | -6.112881660461 | -7.144131660461 |
utt unchanged       :    20013874.wav    | -6.171288490295 | -7.118788719177 |
utt unchanged       :    20013875.wav    | -5.925976753235 | -7.094146728516 |
utt unchanged       :    20013876.wav    | -4.707403182983 | -6.635680675507 |
utt unchanged       :    20013877.wav    | -6.078018665314 | -7.145539283752 |
utt unchanged       :    20013878.wav    | -4.704747200012 | -6.541298866272 |
utt unchanged       :    20013879.wav    | -4.743068218231 | -6.56423664093 |
utt unchanged       :    20013880.wav    | -5.813911437988 | -6.816836357117 |
utt unchanged       :    20013881.wav    | -5.438645362854 | -6.267061233521 |
utt unchanged       :    20013882.wav    | -6.157392501831 | -7.18920135498 |
utt unchanged       :    20013883.wav    | -6.130603313446 | -7.149147510529 |
utt unchanged       :    20013885.wav    | -6.053417205811 | -6.972611904144 |
utt unchanged       :    20013886.wav    | -5.947437286377 | -6.997908592224 |
utt unchanged       :    20013887.wav    | -6.04604434967 | -7.398453235626 |
utt unchanged       :    20013888.wav    | -4.336155414581 | -6.367381095886 |
utt unchanged       :    20013889.wav    | -6.05252790451 | -7.040079116821 |
utt unchanged       :    20013892.wav    | -6.050330162048 | -7.411832809448 |
utt unchanged       :    20013893.wav    | -6.269403457642 | -7.325117588043 |
utt unchanged       :    20013894.wav    | -6.138673305511 | -6.990619182587 |
utt unchanged       :    20013895.wav    | -6.122266769409 | -7.334372997284 |
utt unchanged       :    20013896.wav    | -5.045467376709 | -6.518744945526 |
utt unchanged       :    20013897.wav    | -5.831130981445 | -7.489269256592 |
utt unchanged       :    20013898.wav    | -4.29310798645 | -6.516154289246 |
utt unchanged       :    20013901.wav    | -5.114016532898 | -6.093957424164 |
utt unchanged       :    20013902.wav    | -5.652809143066 | -7.109881401062 |
utt unchanged       :    20013903.wav    | -6.068393707275 | -7.113350868225 |
utt unchanged       :    20013905.wav    | -6.046530723572 | -7.35528087616 |
utt unchanged       :    20013906.wav    | -5.945119380951 | -7.139417648315 |
utt unchanged       :    20013907.wav    | -4.349705219269 | -6.259694099426 |
utt unchanged       :    20013908.wav    | -6.094731807709 | -7.175045013428 |
utt unchanged       :    20013910.wav    | -6.171895980835 | -7.054162979126 |
utt unchanged       :    20013911.wav    | -5.158326148987 | -6.231242179871 |
utt unchanged       :    20013912.wav    | -5.868346214294 | -6.917241096497 |
utt unchanged       :    20013913.wav    | -4.246540546417 | -6.328308582306 |
utt unchanged       :    20013914.wav    | -4.172698020935 | -5.873084068298 |
utt unchanged       :    20013915.wav    | -6.191959381104 | -7.329836368561 |
utt unchanged       :    20013916.wav    | -5.752885818481 | -7.254383087158 |
utt unchanged       :    20013917.wav    | -6.024160385132 | -6.975028991699 |
utt unchanged       :    20013919.wav    | -6.018317222595 | -7.170233726501 |
utt unchanged       :    20013921.wav    | -6.096817970276 | -7.090386390686 |
utt unchanged       :    20013922.wav    | -6.048279762268 | -7.034692287445 |
utt unchanged       :    20013923.wav    | -3.97132396698 | -5.923428058624 |
utt unchanged       :    20013924.wav    | -5.378219604492 | -6.676589012146 |
utt unchanged       :    20013925.wav    | -5.921775341034 | -6.99840927124 |
utt unchanged       :    20013927.wav    | -5.970752716064 | -6.938232421875 |
utt unchanged       :    20013928.wav    | -6.243656158447 | -7.295372962952 |
utt unchanged       :    20013930.wav    | -3.69677233696 | -5.945708274841 |
utt unchanged       :    20013931.wav    | -6.016289710999 | -7.428379058838 |
utt unchanged       :    20013932.wav    | -5.785287380219 | -6.870634078979 |
utt unchanged       :    20013933.wav    | -3.59760260582 | -5.847800731659 |
utt unchanged       :    20013935.wav    | -5.045150756836 | -6.61789226532 |
utt unchanged       :    20013936.wav    | -5.898187637329 | -6.87310218811 |
utt unchanged       :    20013937.wav    | -6.077728271484 | -7.116014957428 |
utt unchanged       :    20013938.wav    | -6.091795444489 | -6.852435112 |
utt unchanged       :    20013939.wav    | -6.072155952454 | -6.992062091827 |
utt unchanged       :    20013940.wav    | -4.682164669037 | -6.429551124573 |
utt unchanged       :    20013941.wav    | -6.148119926453 | -7.355848312378 |
utt unchanged       :    20013942.wav    | -6.132803916931 | -7.252663612366 |
utt unchanged       :    20013943.wav    | -5.952350616455 | -7.053917884827 |
utt unchanged       :    20013944.wav    | -5.961955070496 | -7.34468460083 |
utt unchanged       :    20013945.wav    | -4.822677612305 | -6.79970741272 |
utt unchanged       :    20013946.wav    | -6.079218387604 | -6.93643283844 |
utt unchanged       :    20013947.wav    | -6.040358543396 | -7.017756462097 |
utt unchanged       :    20013949.wav    | -5.921216487885 | -6.988477706909 |
utt unchanged       :    20013950.wav    | -6.084005832672 | -7.157699108124 |
utt unchanged       :    20013951.wav    | -4.765515804291 | -6.717881679535 |
utt unchanged       :    20013952.wav    | -3.542645931244 | -5.883551120758 |
utt unchanged       :    20013953.wav    | -6.116468429565 | -7.192786216736 |
utt unchanged       :    20013954.wav    | -5.722996711731 | -7.418107032776 |
utt unchanged       :    20013955.wav    | -6.122041225433 | -7.218269824982 |
utt unchanged       :    20013956.wav    | -6.264351844788 | -7.554587364197 |
utt unchanged       :    20013957.wav    | -6.314718723297 | -7.346885681152 |
utt unchanged       :    20013958.wav    | -3.364315509796 | -5.12767791748 |
utt unchanged       :    20013959.wav    | -6.152225494385 | -7.173456668854 |
utt unchanged       :    20013960.wav    | -6.202437877655 | -7.221256732941 |
utt unchanged       :    20013961.wav    | -6.004077911377 | -6.970690727234 |
utt unchanged       :    20013962.wav    | -1.495468497276 | -3.263560771942 |
utt unchanged       :    20013963.wav    | -5.007694721222 | -6.815552711487 |
utt unchanged       :    20013964.wav    | -6.188381195068 | -7.302338600159 |
utt unchanged       :    20013965.wav    | -6.276926517487 | -7.495029449463 |
utt unchanged       :    20013967.wav    | -3.963414669037 | -5.417421340942 |
utt unchanged       :    20013968.wav    | -5.753884315491 | -7.022239208221 |
utt unchanged       :    20013969.wav    | -5.988139152527 | -6.994915485382 |
utt unchanged       :    20013970.wav    | -6.103024959564 | -7.077311992645 |
utt unchanged       :    20013971.wav    | -5.821659088135 | -6.945032596588 |
utt unchanged       :    20013972.wav    | -6.153516292572 | -7.130317687988 |
utt unchanged       :    20013973.wav    | -6.078372955322 | -7.197242736816 |
utt unchanged       :    20013974.wav    | -6.174350738525 | -7.332882404327 |
utt unchanged       :    20013975.wav    | -6.011748790741 | -7.109552383423 |
utt unchanged       :    20013976.wav    | -6.001742839813 | -7.301866054535 |
utt unchanged       :    20013977.wav    | -5.855953216553 | -6.877883911133 |
utt unchanged       :    20013978.wav    | -6.048109531403 | -6.889252662659 |
utt unchanged       :    20013979.wav    | -5.812541484833 | -7.216012001038 |
utt unchanged       :    20013980.wav    | -5.84340763092 | -7.213218688965 |
utt unchanged       :    20013981.wav    | -4.163851737976 | -6.270552635193 |
utt unchanged       :    20013982.wav    | -6.037940979004 | -7.142399787903 |
utt unchanged       :    20013983.wav    | -5.834106445312 | -7.091110229492 |
utt unchanged       :    20013984.wav    | -4.28163433075 | -6.294451713562 |
utt unchanged       :    20013986.wav    | -4.74028968811 | 0.224437877536 |
utt unchanged       :    20013987.wav    | -6.114858627319 | -7.20823097229 |
utt unchanged       :    20013991.wav    | -5.778708457947 | -6.988248348236 |
utt unchanged       :    20013992.wav    | -6.082381725311 | -7.143173217773 |
utt unchanged       :    20013993.wav    | -5.845011711121 | -6.84281539917 |
utt unchanged       :    20013994.wav    | -5.74610710144 | -7.391446113586 |
utt unchanged       :    20013995.wav    | -5.570128917694 | -6.679615497589 |
utt unchanged       :    20013996.wav    | -5.66517162323 | -6.968060493469 |
utt unchanged       :    20013997.wav    | -5.885606765747 | -7.027684211731 |
utt unchanged       :    20013998.wav    | -5.977880477905 | -7.098258972168 |
utt unchanged       :    20013999.wav    | -5.858230113983 | -7.226287841797 |
utt unchanged       :    20014000.wav    | -5.941791534424 | -7.290865898132 |
utt unchanged       :    20014001.wav    | -6.049578666687 | -7.037515640259 |
utt unchanged       :    20014003.wav    | -5.998682022095 | -6.996244430542 |
utt unchanged       :    20014004.wav    | -5.94512462616 | -7.002774238586 |
utt unchanged       :    20014005.wav    | -4.584819316864 | -6.216793060303 |
utt unchanged       :    20014006.wav    | -6.054947853088 | -7.09513092041 |
utt unchanged       :    20014007.wav    | -6.091715812683 | -7.190082550049 |
utt unchanged       :    20014008.wav    | -6.076608657837 | -7.115667819977 |
utt unchanged       :    20014009.wav    | -6.073763847351 | -7.247696876526 |
utt unchanged       :    20014010.wav    | -2.214954853058 | -6.735466957092 |
utt unchanged       :    20014012.wav    | -6.04904460907 | -6.991964817047 |
utt unchanged       :    20014013.wav    | -5.997463226318 | -6.921955108643 |
utt unchanged       :    20014014.wav    | -6.186803340912 | -7.26961517334 |
utt unchanged       :    20014017.wav    | -5.972005367279 | -7.298867225647 |
utt unchanged       :    20014018.wav    | -5.969223976135 | -7.118739128113 |
utt unchanged       :    20014019.wav    | -4.13551568985 | -6.131020545959 |
utt unchanged       :    20014020.wav    | -5.721373558044 | -7.015276908875 |
utt unchanged       :    20014021.wav    | -3.400470256805 | -5.668163299561 |
utt unchanged       :    20014024.wav    | -5.780255317688 | -6.939176559448 |
utt unchanged       :    20014025.wav    | -5.700917720795 | -7.351115226746 |
utt unchanged       :    20014026.wav    | -2.462233066559 | -4.76025056839 |
utt unchanged       :    20014027.wav    | -6.136764526367 | -7.20103931427 |
utt unchanged       :    20014028.wav    | -6.097179412842 | -7.141306877136 |
utt unchanged       :    20014029.wav    | -4.968967437744 | -6.659808158875 |
utt unchanged       :    20014031.wav    | -5.956921577454 | -7.015860557556 |
utt unchanged       :    20014032.wav    | -4.248839378357 | -5.797371864319 |
utt unchanged       :    20014033.wav    | -5.939761161804 | -7.389047622681 |
utt unchanged       :    20014034.wav    | -5.755078315735 | -7.519885540009 |
utt unchanged       :    20014035.wav    | -5.429737091064 | -6.749723434448 |
utt unchanged       :    20014036.wav    | -6.095190525055 | -7.198689460754 |
utt unchanged       :    20014037.wav    | -6.071100234985 | -7.153183460236 |
utt unchanged       :    20014038.wav    | -6.036707878113 | -7.082750320435 |
utt unchanged       :    20014039.wav    | -5.913615226746 | -7.068256378174 |
utt unchanged       :    20014040.wav    | -6.100738525391 | -7.292419433594 |
utt unchanged       :    20014042.wav    | -6.080989360809 | -7.253673553467 |
utt unchanged       :    20014044.wav    | -6.231334686279 | -7.22047662735 |
utt unchanged       :    20014046.wav    | -4.843396186829 | -6.72806930542 |
utt unchanged       :    20014047.wav    | -3.412943601608 | -5.484771728516 |
utt unchanged       :    20014048.wav    | -6.137477397919 | -7.273672103882 |
utt unchanged       :    20014049.wav    | -6.063097953796 | -7.059150695801 |
utt unchanged       :    20014051.wav    | -4.944980621338 | -6.185379505157 |
utt unchanged       :    20014052.wav    | -6.211799621582 | -7.185807228088 |
utt unchanged       :    20014054.wav    | -5.567330360413 | -6.700855255127 |
utt unchanged       :    20014055.wav    | -6.064347267151 | -7.134377479553 |
utt unchanged       :    20014056.wav    | -6.073118209839 | -7.187787055969 |
utt unchanged       :    20014057.wav    | -3.374272346497 | -4.661884784698 |
utt unchanged       :    20014058.wav    | -5.87113904953 | -6.863652706146 |
utt unchanged       :    20014059.wav    | -6.042380809784 | -7.05769777298 |
utt unchanged       :    20014060.wav    | -6.038830757141 | -7.212375640869 |
utt unchanged       :    20014061.wav    | -6.033589363098 | -7.092584609985 |
utt unchanged       :    20014063.wav    | -1.535726189613 | -6.729995727539 |
utt unchanged       :    20014064.wav    | -6.261958122253 | -7.201355934143 |
utt unchanged       :    20014065.wav    | -6.046476364136 | -7.07168674469 |
utt unchanged       :    20014066.wav    | 2.62801527977 | -5.446933746338 |
utt unchanged       :    20014067.wav    | -5.851048469543 | -7.02091550827 |
utt unchanged       :    20014070.wav    | -4.449627399445 | -5.576219558716 |
utt unchanged       :    20014071.wav    | -4.046379089355 | -5.543917655945 |
utt unchanged       :    20014073.wav    | -2.780209779739 | -5.134527206421 |
utt unchanged       :    20014074.wav    | -6.225432395935 | -7.332510471344 |
utt unchanged       :    20014075.wav    | -5.473567008972 | -6.313805580139 |
utt unchanged       :    20014076.wav    | -6.046113491058 | -7.489758968353 |
utt unchanged       :    20014077.wav    | -4.025225639343 | -5.735408306122 |
utt unchanged       :    20014078.wav    | -5.635638237 | -6.8410115242 |
utt unchanged       :    20014079.wav    | -4.979717254639 | -5.845999717712 |
utt unchanged       :    20014080.wav    | -5.819159984589 | -7.422961711884 |
utt unchanged       :    20014081.wav    | -5.174666404724 | -6.627381324768 |
utt unchanged       :    20014082.wav    | -6.071353435516 | -7.015566825867 |
utt unchanged       :    20014083.wav    | -4.693545818329 | -6.662646770477 |
utt unchanged       :    20014085.wav    | -6.174174785614 | -7.219379425049 |
utt unchanged       :    20014086.wav    | -5.887771129608 | -7.420183181763 |
utt unchanged       :    20014087.wav    | -6.231784820557 | -7.243017196655 |
utt unchanged       :    20014088.wav    | -5.971652507782 | -7.160872936249 |
utt unchanged       :    20014089.wav    | -6.141150474548 | -7.216106414795 |
utt unchanged       :    20014090.wav    | -3.876735210419 | -5.948060512543 |
utt unchanged       :    20014091.wav    | -5.922555923462 | -6.953696250916 |
utt unchanged       :    20014092.wav    | -4.613855838776 | -6.528081893921 |
utt unchanged       :    20014093.wav    | -6.004760742188 | -7.033253669739 |
utt unchanged       :    20014094.wav    | -6.021202087402 | -7.066042423248 |
utt unchanged       :    20014097.wav    | -6.219529628754 | -7.165091514587 |
utt unchanged       :    20014098.wav    | -5.998042106628 | -7.10005903244 |
utt unchanged       :    20014099.wav    | -5.800632953644 | -7.094559669495 |
utt unchanged       :    20014100.wav    | -6.1077003479 | -7.21031999588 |
utt unchanged       :    20014101.wav    | -5.513618469238 | -6.698660373688 |
utt unchanged       :    20014102.wav    | -6.121961593628 | -7.294310569763 |
utt unchanged       :    20014104.wav    | -6.177865028381 | -6.918075561523 |
utt unchanged       :    20014105.wav    | -6.032371044159 | -6.991416931152 |
utt unchanged       :    20014107.wav    | -4.25231552124 | -5.584475040436 |
utt unchanged       :    20014108.wav    | -5.881044387817 | -7.095906257629 |
utt unchanged       :    20014109.wav    | -5.87414264679 | -7.392774581909 |
utt unchanged       :    20014110.wav    | -5.332029342651 | -6.439779281616 |
utt unchanged       :    20014111.wav    | -5.818897247314 | -6.885894775391 |
utt unchanged       :    20014112.wav    | -5.74649143219 | -6.855681419373 |
utt unchanged       :    20014113.wav    | -6.136869907379 | -7.239000320435 |
utt unchanged       :    20014115.wav    | -0.858143210411 | -6.813598632812 |
utt unchanged       :    20014116.wav    | -4.300525665283 | -6.218976020813 |
utt unchanged       :    20014118.wav    | -5.089200973511 | -6.305591583252 |
utt unchanged       :    20014119.wav    | -4.29590511322 | -6.448093891144 |
utt unchanged       :    20014120.wav    | -5.35947227478 | -6.789288520813 |
utt unchanged       :    20014121.wav    | -5.881012916565 | -7.079253673553 |
utt unchanged       :    20014123.wav    | -6.004884719849 | -7.008278846741 |
utt unchanged       :    20014125.wav    | -6.019997119904 | -7.060793876648 |
utt unchanged       :    20014126.wav    | -5.879928588867 | -7.011589050293 |
utt unchanged       :    20014127.wav    | -6.041546821594 | -7.144871234894 |
utt unchanged       :    20014128.wav    | -6.241172790527 | -7.014058113098 |
utt unchanged       :    20014129.wav    | -5.917843818665 | -6.984317779541 |
utt unchanged       :    20014130.wav    | -6.131474494934 | -7.180222511292 |
utt unchanged       :    20014131.wav    | -5.610541343689 | -6.778533935547 |
utt unchanged       :    20014132.wav    | -6.017498970032 | -7.180490970612 |
utt unchanged       :    20014133.wav    | -5.858829975128 | -6.852262496948 |
utt unchanged       :    20014134.wav    | -6.029256820679 | -6.989384174347 |
utt unchanged       :    20014135.wav    | -6.108195781708 | -7.598766326904 |
utt unchanged       :    20014136.wav    | -6.06223487854 | -7.118760108948 |
utt unchanged       :    20014137.wav    | -4.059711933136 | -5.103089332581 |
utt unchanged       :    20014138.wav    | -5.772776126862 | -7.264003753662 |
utt unchanged       :    20014139.wav    | -3.833964109421 | -5.880960464478 |
utt unchanged       :    20014140.wav    | -5.577205657959 | -6.814531326294 |
utt unchanged       :    20014142.wav    | -5.947543144226 | -7.356164932251 |
utt unchanged       :    20014143.wav    | -6.171283721924 | -7.001573562622 |
utt unchanged       :    20014144.wav    | -3.854775905609 | -5.946955680847 |
utt unchanged       :    20014145.wav    | -3.244735717773 | -5.471302032471 |
utt unchanged       :    20014146.wav    | -4.644789218903 | -6.495166301727 |
utt unchanged       :    20014147.wav    | -5.963156223297 | -7.074081420898 |
utt unchanged       :    20014148.wav    | -5.75053024292 | -6.895272254944 |
utt unchanged       :    20014149.wav    | -6.192750453949 | -7.238945960999 |
utt unchanged       :    20014150.wav    | -6.234107017517 | -7.321894645691 |
utt unchanged       :    20014152.wav    | -5.828465461731 | -7.296875 |
utt unchanged       :    20014153.wav    | -3.45623755455 | -5.365887641907 |
utt unchanged       :    20014155.wav    | -6.203937530518 | -7.313313484192 |
utt unchanged       :    20014156.wav    | -5.911340713501 | -6.92129278183 |
utt unchanged       :    20014158.wav    | -5.728659629822 | -6.950370311737 |
utt unchanged       :    20014159.wav    | -5.906542778015 | -6.85597038269 |
utt unchanged       :    20014160.wav    | -5.980750083923 | -7.22400188446 |
utt unchanged       :    20014162.wav    | -6.150279998779 | -7.155892372131 |
utt unchanged       :    20014163.wav    | -5.92523765564 | -6.92759513855 |
utt unchanged       :    20014164.wav    | -5.952530860901 | -7.378286361694 |
utt unchanged       :    20014165.wav    | -5.988018035889 | -6.908242702484 |
utt unchanged       :    20014166.wav    | -6.021993637085 | -7.006965637207 |
utt unchanged       :    20014167.wav    | -4.207090377808 | -6.290173530579 |
utt unchanged       :    20014169.wav    | -5.405010223389 | -6.67325592041 |
utt unchanged       :    20014170.wav    | -6.017947673798 | -7.088315010071 |
utt unchanged       :    20014171.wav    | -6.108752250671 | -7.208585262299 |
utt unchanged       :    20014174.wav    | -5.730056285858 | -6.826990604401 |
utt unchanged       :    20014175.wav    | -5.968381881714 | -7.028033733368 |
utt unchanged       :    20014176.wav    | -5.978116035461 | -7.169024467468 |
utt unchanged       :    20014177.wav    | -6.033612251282 | -7.029119491577 |
utt unchanged       :    20014178.wav    | -6.044549942017 | -7.115880966187 |
utt unchanged       :    20014179.wav    | -4.364605426788 | -6.337258338928 |
utt unchanged       :    20014180.wav    | -6.172922611237 | -7.118676185608 |
